Age,Income,Gender,Marital_Status,Credit_Score,Num_Purchases,Membership_Years,Device_Used,Churn
45,51234.9483,Other,Married,716.8100354,4,4,Mobile,1
,59885.47023,Other,Divorced,546.0096751,2,4,Desktop,1
66,45867.34564,,Single,766.0719145,5,3,Tablet,1
24,63710.32939,Male,Single,579.3118947,7,12,Tablet,1
18,35773.32691,Other,Married,,9,9,Mobile,1
49,71178.14778,Female,Married,644.14825,5,2,Desktop,0
30,41736.33226,Other,Single,654.8660937,7,1,Tablet,0
47,24557.31398,Other,Divorced,,10,14,Desktop,1
40,45071.97637,,Divorced,738.2331074,5,10,Mobile,0
68,43370.47704,Female,Married,672.8118424,6,3,Tablet,1
36,44958.89021,Male,Divorced,,7,13,Mobile,0
49,53474.72023,Male,Divorced,561.9807946,6,4,Desktop,0
47,66467.63541,Other,Married,637.3135756,9,4,Mobile,1
46,47124.41129,Other,Divorced,664.6670468,6,6,Mobile,1
66,39625.73645,Male,Married,654.2268203,4,1,Mobile,1
62,33101.79782,Male,Single,696.6749741,7,1,Mobile,0
,42977.25813,Female,Married,636.4257021,3,2,Tablet,0
47,21682.62741,Male,Single,798.5418232,4,4,Desktop,1
33,39123.0036,Male,Single,,3,7,Tablet,0
57,68660.80844,Other,Divorced,448.1091895,5,6,Desktop,1
36,37649.61193,Male,Divorced,655.8940706,2,11,Desktop,0
35,59430.73791,Other,Divorced,738.3024789,3,9,Desktop,1
18,31602.76865,Male,Married,585.3685729,3,7,Desktop,0
31,76566.43849,Female,Divorced,580.9271368,7,12,Desktop,1
68,77564.101,Male,Single,591.1727206,4,5,Tablet,1
64,58865.32335,Male,Divorced,574.6466233,7,6,Desktop,1
67,79868.78902,Male,Divorced,616.44188,5,10,Mobile,0
19,55336.89462,Other,Married,713.6508058,3,9,Tablet,1
45,61527.75671,Female,Married,756.843291,7,1,Tablet,0
66,68929.00815,Male,Single,480.3024773,4,11,Desktop,1
67,52695.7768,Other,Married,623.5081742,4,9,Mobile,1
47,26714.33808,Female,Divorced,671.1888596,5,6,Mobile,1
55,61834.45033,Other,Married,664.1874854,3,12,Desktop,0
68,42922.10608,Other,Single,782.9957767,6,4,Desktop,0
21,44037.05269,Female,Divorced,509.2514263,9,12,Mobile,0
18,,,Single,468.7655246,3,5,Tablet,1
25,58494.2132,Other,Married,794.3548767,2,13,Tablet,0
46,52252.01951,Other,Married,702.7403585,2,1,Desktop,1
56,59535.94304,Male,Single,610.0039889,7,7,Tablet,1
20,39397.14299,Male,Divorced,662.0119141,5,13,Tablet,1
49,49359.44308,Female,Married,667.0252336,8,13,Mobile,1
27,62736.28176,Female,Married,608.3135447,6,8,Tablet,1
27,76591.86765,Female,Divorced,659.9244859,4,11,Mobile,0
36,81896.53383,Male,Married,674.8369362,4,5,Desktop,0
63,56494.65024,Other,Single,791.0871183,7,2,Desktop,1
51,62600.1474,Other,Married,717.4415856,2,8,Mobile,1
50,79723.68747,Female,Married,771.7526198,2,10,Mobile,0
,39937.45945,Male,Divorced,555.9499961,5,7,Desktop,1
,59445.49779,Other,Single,625.6961918,6,10,Mobile,1
49,61525.14424,Female,Divorced,666.9572889,6,9,Desktop,1
67,71717.92154,Other,Married,515.5229473,3,4,Desktop,1
24,32942.87929,Other,Married,732.7301537,13,11,Desktop,0
46,35908.91324,Male,Divorced,694.9546841,6,9,Desktop,1
25,,Male,Divorced,624.2989036,4,4,Desktop,0
18,55665.91493,Other,Divorced,637.166596,7,3,Desktop,0
20,66842.95931,Female,Single,737.7706822,4,11,Tablet,0
,57763.15664,Male,Married,594.3193437,9,3,Tablet,0
40,47728.80155,Other,Divorced,740.5929745,4,10,Desktop,1
25,56246.92167,Male,Married,632.3572884,4,2,Tablet,1
64,54515.66714,Male,Single,702.9197237,8,10,Mobile,1
54,76175.24645,Male,Single,656.0734944,4,3,Mobile,0
20,52484.88415,,Single,806.3235693,7,14,Desktop,0
68,44253.7488,Female,Single,587.8825327,4,8,Tablet,0
50,56744.13545,Female,Married,609.8702164,2,11,Mobile,1
,52977.27979,Female,Single,544.5712166,5,8,Mobile,1
64,,Male,Single,573.2269983,4,2,Mobile,1
,49765.21908,Other,Divorced,699.9189675,5,11,Mobile,0
51,48488.92632,Male,Single,762.0114547,2,2,Tablet,0
52,41841.92201,Female,Divorced,,4,2,Mobile,1
49,65533.74931,Female,Single,649.622595,3,10,Mobile,0
41,38214.80605,Other,Single,587.4469849,4,7,Mobile,0
31,56834.27929,Male,Divorced,712.889307,6,6,Desktop,1
49,47782.145,Female,Single,583.5978666,9,12,Mobile,0
63,51615.42508,Other,Married,555.5733786,6,11,Mobile,0
60,56176.79437,Male,Married,628.4071467,8,1,Tablet,1
33,30386.38424,Male,Single,507.6241568,4,2,Mobile,0
21,52874.91338,Female,Married,,5,14,Mobile,0
69,84334.21235,,Divorced,782.0193235,5,1,Mobile,0
54,26648.54981,Male,Single,,6,12,Desktop,0
38,49135.88054,Male,Single,566.8296133,3,11,Tablet,1
31,66848.58987,Female,Divorced,655.0283035,2,7,Tablet,1
48,54524.28872,Male,Divorced,658.6732716,2,6,Desktop,0
65,60319.50428,Female,Divorced,633.5762992,5,2,Desktop,1
35,14365.00983,Male,Single,509.7638376,3,2,Tablet,1
24,58973.74062,Female,Divorced,709.3942529,4,2,Mobile,1
27,38574.67691,Other,Divorced,618.986262,10,8,Tablet,0
24,54648.15927,Female,Married,735.4314666,4,14,Desktop,0
50,49558.47904,Female,Married,604.8627665,6,7,Mobile,1
40,84174.99544,Other,Single,718.7746037,7,1,Tablet,1
38,58200.42986,Male,Married,740.7258414,7,4,Mobile,1
36,48310.64256,Other,Married,617.3140407,6,11,Mobile,1
65,27354.60861,Female,Divorced,711.6315136,3,4,Desktop,0
36,51817.20353,Male,Divorced,557.0018725,1,7,Tablet,1
53,62348.43318,Other,Married,668.4582641,6,2,Desktop,0
46,48791.72162,Male,Married,735.5559396,6,4,Tablet,0
35,,Male,Married,686.2944992,5,1,Tablet,0
19,41411.20004,Other,Single,818.4356746,5,13,Mobile,0
18,58027.12153,Male,Single,690.2050595,3,13,Mobile,0
64,61390.81909,Other,Single,624.4310123,7,11,Mobile,0
22,,Female,Married,848.8620475,9,11,Desktop,0
37,,Male,Married,764.3590712,2,4,Mobile,1
28,57889.66338,Female,Single,537.7964707,10,11,Desktop,0
59,48174.44068,Female,Single,595.1085477,6,14,Mobile,1
19,48616.48693,Male,Married,577.3289325,6,1,Desktop,1
20,56027.38781,Other,Divorced,695.1940723,4,2,Tablet,1
40,56114.8438,Male,Single,689.9810626,5,2,Desktop,1
29,57931.52159,Female,Married,689.4416353,5,12,Desktop,1
37,34137.93212,Female,Married,535.9063378,8,10,Desktop,0
22,38752.82889,Other,Divorced,605.3335917,1,12,Tablet,0
54,72288.02413,Male,Married,639.5500322,3,3,Desktop,1
55,46691.41299,Female,Married,522.4655615,4,8,Tablet,1
47,54590.21597,Female,Single,588.9720563,4,11,Mobile,1
26,65819.99468,Female,Single,744.9503597,3,6,Mobile,0
51,56951.64609,Other,Divorced,541.2146801,11,6,Tablet,1
61,58197.83946,Female,Divorced,,7,9,Desktop,0
52,,Female,Married,726.3804365,5,8,Mobile,0
69,18250.04359,Male,Single,629.6483946,4,2,Desktop,1
39,42650.74767,Male,Divorced,604.57889,5,6,Desktop,0
61,57029.08695,Female,Divorced,708.2279336,6,1,Tablet,0
41,70814.66461,Female,Divorced,594.8581887,4,13,Mobile,0
34,50991.43339,Male,Married,598.3401435,8,14,Tablet,1
27,37329.25307,Other,Single,648.3292117,6,9,Tablet,1
,37728.70926,Other,Divorced,500.8836483,7,4,Tablet,1
63,63257.91805,Other,Single,548.5017081,5,4,Tablet,1
40,46733.39626,Other,Divorced,627.9037126,5,9,Desktop,1
49,49891.99931,Other,Divorced,683.2987223,5,3,Mobile,1
34,,Other,Single,593.8898243,1,5,Mobile,1
67,6477.14476,Other,Single,636.1672665,5,1,Mobile,1
68,80005.51267,Other,Single,537.0578414,5,6,Desktop,0
34,39033.89247,Male,Married,715.2738697,4,3,Desktop,1
31,53629.04554,Other,Divorced,665.4057631,8,1,Tablet,0
26,24429.5448,Other,Married,671.5982132,4,10,Tablet,0
57,43661.88334,Other,Single,684.1775433,5,6,Tablet,1
19,68670.3207,Female,Divorced,655.4689252,8,14,Tablet,0
62,21257.49231,Male,Married,616.1359069,4,12,Mobile,0
42,66893.00131,Male,Divorced,729.0758184,9,10,Tablet,1
56,45894.55856,Male,Married,660.9816803,8,2,Desktop,0
26,57307.4666,Other,Single,638.39964,5,8,Desktop,1
39,59862.8662,Other,Married,649.3941742,5,14,Desktop,0
60,56621.32249,Female,Divorced,647.9024453,6,13,Tablet,0
63,,Male,Divorced,637.6964077,9,11,Mobile,1
21,44531.7628,Other,Divorced,681.2274454,5,12,Mobile,0
43,28076.65734,Male,Divorced,584.4897845,6,2,Tablet,0
46,57376.94497,Female,Single,589.6046275,7,4,Tablet,1
62,75530.82731,Female,Married,689.1484583,8,14,Desktop,1
51,22633.3867,Female,Single,639.8332461,7,3,Desktop,0
40,38575.31141,Male,Single,717.9975172,3,9,Mobile,0
54,47273.37086,Other,Single,678.62153,4,2,Desktop,1
28,52600.12136,Other,Divorced,611.3160463,2,3,Desktop,0
23,63187.64452,Female,Divorced,690.2567454,5,7,Tablet,1
35,47717.00029,Other,Divorced,,5,4,Mobile,1
